v20defThreshold;v22defThreshold;v25defThreshold;Tot;OK;KO;PercentOK;Wilson95Lower;NoAUTot;NoAUOK;NoAUKO;NoAUPercentOK;NoAUWilson95Lower;Months;WorstMonthPercentOK;MonthsBelow70;Rank
74.0;87.0;69.0;77;59;18;76.62;66.046;67;52;15;77.61;66.2928;2;64.71;1;14420
74.0;87.0;70.0;77;59;18;76.62;66.046;67;52;15;77.61;66.2928;2;64.71;1;14421
74.0;87.0;71.0;77;59;18;76.62;66.046;67;52;15;77.61;66.2928;2;64.71;1;14422
74.0;87.0;72.0;77;59;18;76.62;66.046;67;52;15;77.61;66.2928;2;64.71;1;14423
74.0;87.0;73.0;77;59;18;76.62;66.046;67;52;15;77.61;66.2928;2;64.71;1;14424
74.0;87.0;74.0;77;59;18;76.62;66.046;67;52;15;77.61;66.2928;2;64.71;1;14425
74.0;87.0;75.0;77;59;18;76.62;66.046;67;52;15;77.61;66.2928;2;64.71;1;14426
74.0;87.0;76.0;77;59;18;76.62;66.046;67;52;15;77.61;66.2928;2;64.71;1;14427
74.0;87.0;77.0;77;59;18;76.62;66.046;67;52;15;77.61;66.2928;2;64.71;1;14428
74.0;87.0;78.0;77;59;18;76.62;66.046;67;52;15;77.61;66.2928;2;64.71;1;14429
74.0;87.0;79.0;77;59;18;76.62;66.046;67;52;15;77.61;66.2928;2;64.71;1;14430
74.0;87.0;80.0;77;59;18;76.62;66.046;67;52;15;77.61;66.2928;2;64.71;1;14431
74.0;87.0;81.0;77;59;18;76.62;66.046;67;52;15;77.61;66.2928;2;64.71;1;14432
74.0;87.0;82.0;77;59;18;76.62;66.046;67;52;15;77.61;66.2928;2;64.71;1;14433
74.0;87.0;83.0;77;59;18;76.62;66.046;67;52;15;77.61;66.2928;2;64.71;1;14434
74.0;87.0;84.0;77;59;18;76.62;66.046;67;52;15;77.61;66.2928;2;64.71;1;14435
74.0;87.0;85.0;77;59;18;76.62;66.046;67;52;15;77.61;66.2928;2;64.71;1;14436
74.0;87.0;86.0;77;59;18;76.62;66.046;67;52;15;77.61;66.2928;2;64.71;1;14437
74.0;87.0;87.0;77;59;18;76.62;66.046;67;52;15;77.61;66.2928;2;64.71;1;14438
74.0;87.0;88.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12567
74.0;87.0;89.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15162
74.0;87.0;90.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16548
74.0;88.0;60.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12568
74.0;88.0;61.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12569
74.0;88.0;62.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12570
74.0;88.0;63.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12571
74.0;88.0;64.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12572
74.0;88.0;65.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12573
74.0;88.0;66.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12574
74.0;88.0;67.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12575
74.0;88.0;68.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12576
74.0;88.0;69.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12577
74.0;88.0;70.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12578
74.0;88.0;71.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12579
74.0;88.0;72.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12580
74.0;88.0;73.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12581
74.0;88.0;74.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12582
74.0;88.0;75.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12583
74.0;88.0;76.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12584
74.0;88.0;77.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12585
74.0;88.0;78.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12586
74.0;88.0;79.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12587
74.0;88.0;80.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12588
74.0;88.0;81.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12589
74.0;88.0;82.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12590
74.0;88.0;83.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12591
74.0;88.0;84.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12592
74.0;88.0;85.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12593
74.0;88.0;86.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12594
74.0;88.0;87.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12595
74.0;88.0;88.0;69;54;15;78.26;67.1815;63;49;14;77.78;66.0875;2;71.43;0;12596
74.0;88.0;89.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15163
74.0;88.0;90.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16549
74.0;89.0;60.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15164
74.0;89.0;61.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15165
74.0;89.0;62.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15166
74.0;89.0;63.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15167
74.0;89.0;64.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15168
74.0;89.0;65.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15169
74.0;89.0;66.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15170
74.0;89.0;67.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15171
74.0;89.0;68.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15172
74.0;89.0;69.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15173
74.0;89.0;70.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15174
74.0;89.0;71.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15175
74.0;89.0;72.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15176
74.0;89.0;73.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15177
74.0;89.0;74.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15178
74.0;89.0;75.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15179
74.0;89.0;76.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15180
74.0;89.0;77.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15181
74.0;89.0;78.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15182
74.0;89.0;79.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15183
74.0;89.0;80.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15184
74.0;89.0;81.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15185
74.0;89.0;82.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15186
74.0;89.0;83.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15187
74.0;89.0;84.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15188
74.0;89.0;85.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15189
74.0;89.0;86.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15190
74.0;89.0;87.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15191
74.0;89.0;88.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15192
74.0;89.0;89.0;65;50;15;76.92;65.3551;59;45;14;76.27;64.0249;2;71.43;0;15193
74.0;89.0;90.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16550
74.0;90.0;60.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16551
74.0;90.0;61.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16552
74.0;90.0;62.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16553
74.0;90.0;63.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16554
74.0;90.0;64.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16555
74.0;90.0;65.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16556
74.0;90.0;66.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16557
74.0;90.0;67.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16558
74.0;90.0;68.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16559
74.0;90.0;69.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16560
74.0;90.0;70.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16561
74.0;90.0;71.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16562
74.0;90.0;72.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16563
74.0;90.0;73.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16564
74.0;90.0;74.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16565
74.0;90.0;75.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16566
74.0;90.0;76.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16567
74.0;90.0;77.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16568
74.0;90.0;78.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16569
74.0;90.0;79.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16570
74.0;90.0;80.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16571
74.0;90.0;81.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16572
74.0;90.0;82.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16573
74.0;90.0;83.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16574
74.0;90.0;84.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16575
74.0;90.0;85.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16576
74.0;90.0;86.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16577
74.0;90.0;87.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16578
74.0;90.0;88.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16579
74.0;90.0;89.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16580
74.0;90.0;90.0;56;42;14;75.0;62.3071;51;38;13;74.51;61.1315;2;71.43;0;16581
75.0;60.0;60.0;141;108;33;76.6;68.959;108;86;22;79.63;71.0785;2;67.65;1;9891
75.0;60.0;61.0;141;108;33;76.6;68.959;108;86;22;79.63;71.0785;2;67.65;1;9892
75.0;60.0;62.0;141;108;33;76.6;68.959;108;86;22;79.63;71.0785;2;67.65;1;9893
75.0;60.0;63.0;141;108;33;76.6;68.959;108;86;22;79.63;71.0785;2;67.65;1;9894
75.0;60.0;64.0;141;108;33;76.6;68.959;108;86;22;79.63;71.0785;2;67.65;1;9895
75.0;60.0;65.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10467
75.0;60.0;66.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10468
75.0;60.0;67.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10469
75.0;60.0;68.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10470
75.0;60.0;69.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10471
75.0;60.0;70.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10472
75.0;60.0;71.0;137;105;32;76.64;68.8902;106;84;22;79.25;70.5695;2;67.65;1;9983
75.0;60.0;72.0;134;102;32;76.12;68.2367;103;81;22;78.64;69.7716;2;67.65;1;10817
75.0;60.0;73.0;133;102;31;76.69;68.8189;102;81;21;79.41;70.5673;2;67.65;1;10123
75.0;60.0;74.0;127;98;29;77.17;69.131;98;78;20;79.59;70.5688;2;66.67;1;9654
75.0;60.0;75.0;124;96;28;77.42;69.3008;95;76;19;80.0;70.8625;2;66.67;1;9407
75.0;60.0;76.0;123;95;28;77.24;69.0671;94;75;19;79.79;70.5747;2;66.67;1;9748
75.0;60.0;77.0;118;92;26;77.97;69.6721;90;73;17;81.11;71.8162;2;65.62;1;8720
75.0;60.0;78.0;114;88;26;77.19;68.679;89;72;17;80.9;71.5225;2;63.33;1;10270
75.0;60.0;79.0;109;84;25;77.06;68.3311;87;70;17;80.46;70.9166;2;65.52;1;10749
75.0;60.0;80.0;105;82;23;78.1;69.2702;84;68;16;80.95;71.2761;2;67.86;1;9438
75.0;60.0;81.0;100;78;22;78.0;68.9295;81;65;16;80.25;70.2954;2;69.23;1;9916
75.0;60.0;82.0;97;76;21;78.35;69.1597;80;64;16;80.0;69.9536;2;70.83;0;9609
75.0;60.0;83.0;88;68;20;77.27;67.4855;72;57;15;79.17;68.4305;2;66.67;1;11954
75.0;60.0;84.0;82;62;20;75.61;65.3071;67;52;15;77.61;66.2928;2;66.67;1;15194
75.0;60.0;85.0;80;61;19;76.25;65.859;66;51;15;77.27;65.8303;2;70.0;0;14498
75.0;60.0;86.0;76;58;18;76.32;65.6384;64;49;15;76.56;64.8665;2;70.59;0;14724
75.0;60.0;87.0;71;54;17;76.06;64.9586;61;47;14;77.05;65.0864;2;64.29;1;15347
75.0;60.0;88.0;63;49;14;77.78;66.0875;57;44;13;77.19;64.7937;2;72.73;0;14327
75.0;60.0;89.0;59;45;14;76.27;64.0249;53;40;13;75.47;62.4332;2;72.73;0;15646
75.0;60.0;90.0;51;38;13;74.51;61.1315;46;34;12;73.91;59.7406;2;72.73;0;17075
75.0;61.0;60.0;141;108;33;76.6;68.959;108;86;22;79.63;71.0785;2;67.65;1;9896
75.0;61.0;61.0;141;108;33;76.6;68.959;108;86;22;79.63;71.0785;2;67.65;1;9897
75.0;61.0;62.0;141;108;33;76.6;68.959;108;86;22;79.63;71.0785;2;67.65;1;9898
75.0;61.0;63.0;141;108;33;76.6;68.959;108;86;22;79.63;71.0785;2;67.65;1;9899
75.0;61.0;64.0;141;108;33;76.6;68.959;108;86;22;79.63;71.0785;2;67.65;1;9900
75.0;61.0;65.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10473
75.0;61.0;66.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10474
75.0;61.0;67.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10475
75.0;61.0;68.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10476
75.0;61.0;69.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10477
75.0;61.0;70.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10478
75.0;61.0;71.0;137;105;32;76.64;68.8902;106;84;22;79.25;70.5695;2;67.65;1;9984
75.0;61.0;72.0;134;102;32;76.12;68.2367;103;81;22;78.64;69.7716;2;67.65;1;10818
75.0;61.0;73.0;133;102;31;76.69;68.8189;102;81;21;79.41;70.5673;2;67.65;1;10124
75.0;61.0;74.0;127;98;29;77.17;69.131;98;78;20;79.59;70.5688;2;66.67;1;9655
75.0;61.0;75.0;124;96;28;77.42;69.3008;95;76;19;80.0;70.8625;2;66.67;1;9408
75.0;61.0;76.0;123;95;28;77.24;69.0671;94;75;19;79.79;70.5747;2;66.67;1;9749
75.0;61.0;77.0;118;92;26;77.97;69.6721;90;73;17;81.11;71.8162;2;65.62;1;8721
75.0;61.0;78.0;114;88;26;77.19;68.679;89;72;17;80.9;71.5225;2;63.33;1;10271
75.0;61.0;79.0;109;84;25;77.06;68.3311;87;70;17;80.46;70.9166;2;65.52;1;10750
75.0;61.0;80.0;105;82;23;78.1;69.2702;84;68;16;80.95;71.2761;2;67.86;1;9439
75.0;61.0;81.0;100;78;22;78.0;68.9295;81;65;16;80.25;70.2954;2;69.23;1;9917
75.0;61.0;82.0;97;76;21;78.35;69.1597;80;64;16;80.0;69.9536;2;70.83;0;9610
75.0;61.0;83.0;88;68;20;77.27;67.4855;72;57;15;79.17;68.4305;2;66.67;1;11955
75.0;61.0;84.0;82;62;20;75.61;65.3071;67;52;15;77.61;66.2928;2;66.67;1;15195
75.0;61.0;85.0;80;61;19;76.25;65.859;66;51;15;77.27;65.8303;2;70.0;0;14499
75.0;61.0;86.0;76;58;18;76.32;65.6384;64;49;15;76.56;64.8665;2;70.59;0;14725
75.0;61.0;87.0;71;54;17;76.06;64.9586;61;47;14;77.05;65.0864;2;64.29;1;15348
75.0;61.0;88.0;63;49;14;77.78;66.0875;57;44;13;77.19;64.7937;2;72.73;0;14328
75.0;61.0;89.0;59;45;14;76.27;64.0249;53;40;13;75.47;62.4332;2;72.73;0;15647
75.0;61.0;90.0;51;38;13;74.51;61.1315;46;34;12;73.91;59.7406;2;72.73;0;17076
75.0;62.0;60.0;141;108;33;76.6;68.959;108;86;22;79.63;71.0785;2;67.65;1;9901
75.0;62.0;61.0;141;108;33;76.6;68.959;108;86;22;79.63;71.0785;2;67.65;1;9902
75.0;62.0;62.0;141;108;33;76.6;68.959;108;86;22;79.63;71.0785;2;67.65;1;9903
75.0;62.0;63.0;141;108;33;76.6;68.959;108;86;22;79.63;71.0785;2;67.65;1;9904
75.0;62.0;64.0;141;108;33;76.6;68.959;108;86;22;79.63;71.0785;2;67.65;1;9905
75.0;62.0;65.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10479
75.0;62.0;66.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10480
75.0;62.0;67.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10481
75.0;62.0;68.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10482
75.0;62.0;69.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10483
75.0;62.0;70.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10484
75.0;62.0;71.0;137;105;32;76.64;68.8902;106;84;22;79.25;70.5695;2;67.65;1;9985
75.0;62.0;72.0;134;102;32;76.12;68.2367;103;81;22;78.64;69.7716;2;67.65;1;10819
75.0;62.0;73.0;133;102;31;76.69;68.8189;102;81;21;79.41;70.5673;2;67.65;1;10125
75.0;62.0;74.0;127;98;29;77.17;69.131;98;78;20;79.59;70.5688;2;66.67;1;9656
75.0;62.0;75.0;124;96;28;77.42;69.3008;95;76;19;80.0;70.8625;2;66.67;1;9409
75.0;62.0;76.0;123;95;28;77.24;69.0671;94;75;19;79.79;70.5747;2;66.67;1;9750
75.0;62.0;77.0;118;92;26;77.97;69.6721;90;73;17;81.11;71.8162;2;65.62;1;8722
75.0;62.0;78.0;114;88;26;77.19;68.679;89;72;17;80.9;71.5225;2;63.33;1;10272
75.0;62.0;79.0;109;84;25;77.06;68.3311;87;70;17;80.46;70.9166;2;65.52;1;10751
75.0;62.0;80.0;105;82;23;78.1;69.2702;84;68;16;80.95;71.2761;2;67.86;1;9440
75.0;62.0;81.0;100;78;22;78.0;68.9295;81;65;16;80.25;70.2954;2;69.23;1;9918
75.0;62.0;82.0;97;76;21;78.35;69.1597;80;64;16;80.0;69.9536;2;70.83;0;9611
75.0;62.0;83.0;88;68;20;77.27;67.4855;72;57;15;79.17;68.4305;2;66.67;1;11956
75.0;62.0;84.0;82;62;20;75.61;65.3071;67;52;15;77.61;66.2928;2;66.67;1;15196
75.0;62.0;85.0;80;61;19;76.25;65.859;66;51;15;77.27;65.8303;2;70.0;0;14500
75.0;62.0;86.0;76;58;18;76.32;65.6384;64;49;15;76.56;64.8665;2;70.59;0;14726
75.0;62.0;87.0;71;54;17;76.06;64.9586;61;47;14;77.05;65.0864;2;64.29;1;15349
75.0;62.0;88.0;63;49;14;77.78;66.0875;57;44;13;77.19;64.7937;2;72.73;0;14329
75.0;62.0;89.0;59;45;14;76.27;64.0249;53;40;13;75.47;62.4332;2;72.73;0;15648
75.0;62.0;90.0;51;38;13;74.51;61.1315;46;34;12;73.91;59.7406;2;72.73;0;17077
75.0;63.0;60.0;141;108;33;76.6;68.959;108;86;22;79.63;71.0785;2;67.65;1;9906
75.0;63.0;61.0;141;108;33;76.6;68.959;108;86;22;79.63;71.0785;2;67.65;1;9907
75.0;63.0;62.0;141;108;33;76.6;68.959;108;86;22;79.63;71.0785;2;67.65;1;9908
75.0;63.0;63.0;141;108;33;76.6;68.959;108;86;22;79.63;71.0785;2;67.65;1;9909
75.0;63.0;64.0;141;108;33;76.6;68.959;108;86;22;79.63;71.0785;2;67.65;1;9910
75.0;63.0;65.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10485
75.0;63.0;66.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10486
75.0;63.0;67.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10487
75.0;63.0;68.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10488
75.0;63.0;69.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10489
75.0;63.0;70.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10490
75.0;63.0;71.0;137;105;32;76.64;68.8902;106;84;22;79.25;70.5695;2;67.65;1;9986
75.0;63.0;72.0;134;102;32;76.12;68.2367;103;81;22;78.64;69.7716;2;67.65;1;10820
75.0;63.0;73.0;133;102;31;76.69;68.8189;102;81;21;79.41;70.5673;2;67.65;1;10126
75.0;63.0;74.0;127;98;29;77.17;69.131;98;78;20;79.59;70.5688;2;66.67;1;9657
75.0;63.0;75.0;124;96;28;77.42;69.3008;95;76;19;80.0;70.8625;2;66.67;1;9410
75.0;63.0;76.0;123;95;28;77.24;69.0671;94;75;19;79.79;70.5747;2;66.67;1;9751
75.0;63.0;77.0;118;92;26;77.97;69.6721;90;73;17;81.11;71.8162;2;65.62;1;8723
75.0;63.0;78.0;114;88;26;77.19;68.679;89;72;17;80.9;71.5225;2;63.33;1;10273
75.0;63.0;79.0;109;84;25;77.06;68.3311;87;70;17;80.46;70.9166;2;65.52;1;10752
75.0;63.0;80.0;105;82;23;78.1;69.2702;84;68;16;80.95;71.2761;2;67.86;1;9441
75.0;63.0;81.0;100;78;22;78.0;68.9295;81;65;16;80.25;70.2954;2;69.23;1;9919
75.0;63.0;82.0;97;76;21;78.35;69.1597;80;64;16;80.0;69.9536;2;70.83;0;9612
75.0;63.0;83.0;88;68;20;77.27;67.4855;72;57;15;79.17;68.4305;2;66.67;1;11957
75.0;63.0;84.0;82;62;20;75.61;65.3071;67;52;15;77.61;66.2928;2;66.67;1;15197
75.0;63.0;85.0;80;61;19;76.25;65.859;66;51;15;77.27;65.8303;2;70.0;0;14501
75.0;63.0;86.0;76;58;18;76.32;65.6384;64;49;15;76.56;64.8665;2;70.59;0;14727
75.0;63.0;87.0;71;54;17;76.06;64.9586;61;47;14;77.05;65.0864;2;64.29;1;15350
75.0;63.0;88.0;63;49;14;77.78;66.0875;57;44;13;77.19;64.7937;2;72.73;0;14330
75.0;63.0;89.0;59;45;14;76.27;64.0249;53;40;13;75.47;62.4332;2;72.73;0;15649
75.0;63.0;90.0;51;38;13;74.51;61.1315;46;34;12;73.91;59.7406;2;72.73;0;17078
75.0;64.0;60.0;141;108;33;76.6;68.959;108;86;22;79.63;71.0785;2;67.65;1;9911
75.0;64.0;61.0;141;108;33;76.6;68.959;108;86;22;79.63;71.0785;2;67.65;1;9912
75.0;64.0;62.0;141;108;33;76.6;68.959;108;86;22;79.63;71.0785;2;67.65;1;9913
75.0;64.0;63.0;141;108;33;76.6;68.959;108;86;22;79.63;71.0785;2;67.65;1;9914
75.0;64.0;64.0;141;108;33;76.6;68.959;108;86;22;79.63;71.0785;2;67.65;1;9915
75.0;64.0;65.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10491
75.0;64.0;66.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10492
75.0;64.0;67.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10493
75.0;64.0;68.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10494
75.0;64.0;69.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10495
75.0;64.0;70.0;139;106;33;76.26;68.5392;107;85;22;79.44;70.8262;2;67.65;1;10496
75.0;64.0;71.0;137;105;32;76.64;68.8902;106;84;22;79.25;70.5695;2;67.65;1;9987
75.0;64.0;72.0;134;102;32;76.12;68.2367;103;81;22;78.64;69.7716;2;67.65;1;10821
75.0;64.0;73.0;133;102;31;76.69;68.8189;102;81;21;79.41;70.5673;2;67.65;1;10127
75.0;64.0;74.0;127;98;29;77.17;69.131;98;78;20;79.59;70.5688;2;66.67;1;9658
75.0;64.0;75.0;124;96;28;77.42;69.3008;95;76;19;80.0;70.8625;2;66.67;1;9411
75.0;64.0;76.0;123;95;28;77.24;69.0671;94;75;19;79.79;70.5747;2;66.67;1;9752
75.0;64.0;77.0;118;92;26;77.97;69.6721;90;73;17;81.11;71.8162;2;65.62;1;8724
75.0;64.0;78.0;114;88;26;77.19;68.679;89;72;17;80.9;71.5225;2;63.33;1;10274
75.0;64.0;79.0;109;84;25;77.06;68.3311;87;70;17;80.46;70.9166;2;65.52;1;10753
75.0;64.0;80.0;105;82;23;78.1;69.2702;84;68;16;80.95;71.2761;2;67.86;1;9442
75.0;64.0;81.0;100;78;22;78.0;68.9295;81;65;16;80.25;70.2954;2;69.23;1;9920
75.0;64.0;82.0;97;76;21;78.35;69.1597;80;64;16;80.0;69.9536;2;70.83;0;9613
